50,0.004064
51,0.004384
52,0.004709
53,0.005042
54,0.005384
55,0.005735
56,0.006099
57,0.006478
58,0.006877
59,0.007305
60,0.007771
61,0.008284
62,0.008854
63,0.009492
64,0.010209
65,0.011013
66,0.011916
67,0.01293
68,0.014067
69,0.015342
70,0.016769
71,0.018363
72,0.020141
73,0.022127
74,0.024345
75,0.026826
76,0.029608
77,0.032735
78,0.036258
79,0.040232
80,0.044722
81,0.049795
82,0.055526
83,0.061996
84,0.06929
85,0.077497
86,0.086712
87,0.097038
88,0.108591
89,0.121499
90,0.135908
91,0.151322
92,0.167422
93,0.18403
94,0.201074
95,0.218559
96,0.236535
97,0.255059
98,0.27417
99,0.293848
100,0.313988
101,0.334365
102,0.354599
103,0.374524
104,0.393982
105,0.412831
106,0.430946
107,0.448227
108,0.464592
109,0.479987
110,0.494376
111,0.5
112,0.5
113,0.5
114,0.5
115,0.5
116,0.5
117,0.5
118,0.5
119,0.5
120,1
